7.771740e-03	7.046021e-03	-1.095943e-03	4.644172e-02
3.057247e-02	-2.663047e-03	-4.398834e-03	1.078860e-01
5.782846e-02	9.672163e-03	-1.604022e-03	2.006611e-01
1.319122e-01	-7.474075e-04	-3.922076e-03	3.232288e-01
2.360668e-01	-7.384812e-04	-1.824813e-03	4.896223e-01
3.841288e-01	-2.945724e-03	5.863531e-04	6.314116e-01
5.646145e-01	4.701641e-04	8.717003e-04	7.544084e-01
7.472068e-01	6.631113e-03	-1.078268e-03	7.956021e-01
8.981943e-01	2.799142e-02	-7.629583e-04	7.678161e-01
9.303031e-01	6.197610e-02	1.690609e-04	6.702631e-01
8.727779e-01	1.021145e-01	2.294880e-03	5.684736e-01
7.549542e-01	1.682811e-01	6.425530e-03	5.042865e-01
5.676476e-01	2.486800e-01	3.178316e-03	5.246197e-01
3.794506e-01	3.069503e-01	-1.121099e-03	6.443579e-01
2.452000e-01	3.765454e-01	4.110710e-03	8.618382e-01
1.287337e-01	4.007074e-01	2.370988e-03	1.097619e+00
6.265543e-02	3.809695e-01	1.437296e-03	1.277924e+00
2.270142e-02	3.129237e-01	1.485446e-02	1.330431e+00
5.016329e-03	2.369414e-01	5.261657e-02	1.258675e+00
-5.243419e-03	1.679636e-01	1.247942e-01	1.062768e+00
-9.939662e-04	9.889490e-02	2.290202e-01	8.070255e-01
-4.953242e-03	5.675988e-02	3.791142e-01	5.421658e-01
3.316642e-03	2.143604e-02	5.649129e-01	3.221746e-01
-1.570767e-03	3.304839e-03	7.425299e-01	1.804286e-01
8.848427e-03	8.550120e-03	8.790092e-01	8.333748e-02
7.553532e-03	8.629446e-03	9.390544e-01	3.438557e-02
8.201507e-04	1.223921e-02	8.992454e-01	4.184865e-02
-1.413804e-03	2.813862e-03	7.955482e-01	3.898121e-02
5.760831e-03	1.993974e-02	6.535167e-01	7.578670e-02
-5.732538e-03	5.382262e-02	5.629517e-01	1.396850e-01
3.368494e-03	1.257721e-01	5.608331e-01	2.124239e-01
-3.345565e-03	2.290361e-01	6.717031e-01	3.306273e-01
-2.001614e-03	3.892610e-01	8.675008e-01	4.436390e-01
-3.359012e-03	5.573230e-01	1.082638e+00	5.385564e-01
2.878145e-03	7.366669e-01	1.266998e+00	6.047001e-01
-3.890468e-03	8.815874e-01	1.337154e+00	6.331741e-01
-5.317806e-03	9.368300e-01	1.256211e+00	6.482261e-01
2.764892e-03	8.765467e-01	1.067610e+00	6.410056e-01
-2.117144e-03	7.390505e-01	8.116041e-01	6.406289e-01
1.807936e-03	5.638517e-01	5.521033e-01	6.394405e-01
-1.759446e-03	3.745079e-01	3.354781e-01	6.123437e-01
1.347704e-03	2.322000e-01	1.686713e-01	5.362082e-01
-1.282225e-02	1.301209e-01	8.458451e-02	4.385999e-01
2.329321e-03	6.227310e-02	4.249409e-02	3.305771e-01
9.267805e-03	1.704441e-02	1.674621e-02	2.260983e-01
5.196447e-03	7.656871e-03	5.165202e-03	1.381165e-01
4.554483e-03	2.088489e-03	3.785495e-03	7.351712e-02
-1.198656e-03	1.018854e-02	6.096464e-03	3.183498e-02
9.049904e-04	4.886529e-03	8.800899e-04	1.835339e-02
1.221248e-03	-2.075382e-04	-3.768316e-03	5.514945e-03
